Franquicia,Producto,Cantidad,Venta,Fecha
Carretera Mex-Toluca 48-5,Rellenos 3 Pzas.,5,370.0,2024-10-26
Carretera Mex-Toluca 48-5,Pan de Muerto Relleno ,5,300.0,2024-10-26
Carretera Mex-Toluca 48-5,Chocolate . 473 ml,4,300.0,2024-10-26
Carretera Mex-Toluca 48-5,Café Capuccino 473 ml.,4,276.0,2024-10-26
Carretera Mex-Toluca 48-5,Enfrijoladas ,2,240.0,2024-10-26
Carretera Mex-Toluca 48-5,Churros 3 Pzas.,6,234.0,2024-10-26
Carretera Mex-Toluca 48-5,Café Capuccino 354 ml.,3,180.0,2024-10-26
Carretera Mex-Toluca 48-5,Café Lechero 354 ml.,3,180.0,2024-10-26
Carretera Mex-Toluca 48-5,Café Americano 354 ml.,4,172.0,2024-10-26
Carretera Mex-Toluca 48-5,Malteadas. 354 ml,2,170.0,2024-10-26
Carretera Mex-Toluca 48-5,Chilaquiles Verde,1,120.0,2024-10-26
Carretera Mex-Toluca 48-5,Rellenos 1 Pza.,4,116.0,2024-10-26
Carretera Mex-Toluca 48-5,Adelitas Española,1,105.0,2024-10-26
Carretera Mex-Toluca 48-5,Adelitas Jamón y Queso,1,105.0,2024-10-26
Carretera Mex-Toluca 48-5,Malteadas. 473 ml,1,99.0,2024-10-26
Carretera Mex-Toluca 48-5,Frappes. 473 ml,1,75.0,2024-10-26
Carretera Mex-Toluca 48-5,Granizados. 473 ml,1,75.0,2024-10-26
Carretera Mex-Toluca 48-5,Café Café Latte 473 ml.,1,69.0,2024-10-26
Carretera Mex-Toluca 48-5,Frappes. 354 ml,1,69.0,2024-10-26
Carretera Mex-Toluca 48-5,Té 473 ml,1,35.0,2024-10-26
Carretera Mex-Toluca 48-5,Frappes. 473 ml,9,675.0,2024-10-27
Carretera Mex-Toluca 48-5,Chocolate . 473 ml,7,525.0,2024-10-27
Carretera Mex-Toluca 48-5,Enchiladas ,4,480.0,2024-10-27
Carretera Mex-Toluca 48-5,Churros 6 Pzas.,7,455.0,2024-10-27
Carretera Mex-Toluca 48-5,Mini Churros 15 Pzas.,6,414.0,2024-10-27
Carretera Mex-Toluca 48-5,Rellenos 3 Pzas.,5,370.0,2024-10-27
Carretera Mex-Toluca 48-5,Buñuelos ,9,351.0,2024-10-27
Carretera Mex-Toluca 48-5,Chocolate . 354 ml,4,276.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Capuccino 354 ml.,4,240.0,2024-10-27
Carretera Mex-Toluca 48-5,Churros 12 Pzas.,2,226.0,2024-10-27
Carretera Mex-Toluca 48-5,Adelitas Jamón y Queso,2,210.0,2024-10-27
Carretera Mex-Toluca 48-5,Malteadas. 473 ml,2,198.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Mocha 354 ml.,3,180.0,2024-10-27
Carretera Mex-Toluca 48-5,Churros 3 Pzas.,4,156.0,2024-10-27
Carretera Mex-Toluca 48-5,Rellenos 1 Pza.,5,145.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Café Latte 473 ml.,2,138.0,2024-10-27
Carretera Mex-Toluca 48-5,Molletes ,1,120.0,2024-10-27
Carretera Mex-Toluca 48-5,Sincronizadas ,1,120.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Americano 473ml,2,100.0,2024-10-27
Carretera Mex-Toluca 48-5,Calaverita con Helado ,1,75.0,2024-10-27
Carretera Mex-Toluca 48-5,Frappes. 354 ml,1,69.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Mocha 473 ml.,1,69.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Capuccino 473 ml.,1,69.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Café Latte 354 ml.,1,60.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Chai Latte 354 ml.,1,60.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Lechero 354 ml.,1,60.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Café de olla 354 ml.,1,55.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Americano 354 ml.,1,43.0,2024-10-27
Carretera Mex-Toluca 48-5,Café Espresso 60 ml.,1,39.0,2024-10-27
Carretera Mex-Toluca 48-5,Té 473 ml,1,35.0,2024-10-27
Carretera Mex-Toluca 48-5,Mini Churros 15 Pzas.,7,483.0,2024-10-28
Carretera Mex-Toluca 48-5,Chocolate . 473 ml,6,450.0,2024-10-28
Carretera Mex-Toluca 48-5,Adelitas Jamón y Queso,4,420.0,2024-10-28
Carretera Mex-Toluca 48-5,Churros 6 Pzas.,6,390.0,2024-10-28
Carretera Mex-Toluca 48-5,Chocolate . 354 ml,5,345.0,2024-10-28
Carretera Mex-Toluca 48-5,Café Mocha 473 ml.,3,207.0,2024-10-28
Carretera Mex-Toluca 48-5,Malteadas. 354 ml,2,170.0,2024-10-28
Carretera Mex-Toluca 48-5,Rellenos 3 Pzas.,2,148.0,2024-10-28
Carretera Mex-Toluca 48-5,Té 473 ml,4,140.0,2024-10-28
Carretera Mex-Toluca 48-5,Café Lechero 473ml,2,138.0,2024-10-28
Carretera Mex-Toluca 48-5,Buñuelos ,3,117.0,2024-10-28
Carretera Mex-Toluca 48-5,Café Americano 473ml,2,100.0,2024-10-28
Carretera Mex-Toluca 48-5,Malteadas. 473 ml,1,99.0,2024-10-28
Carretera Mex-Toluca 48-5,Rellenos 1 Pza.,3,87.0,2024-10-28
Carretera Mex-Toluca 48-5,Café Americano 354 ml.,2,86.0,2024-10-28
Carretera Mex-Toluca 48-5,Churros 3 Pzas.,2,78.0,2024-10-28
Carretera Mex-Toluca 48-5,Café Capuccino 473 ml.,1,69.0,2024-10-28
Carretera Mex-Toluca 48-5,Café Capuccino 354 ml.,1,60.0,2024-10-28
Carretera Mex-Toluca 48-5,Pan de Muerto Relleno ,1,60.0,2024-10-28
Carretera Mex-Toluca 48-5,Café Café de olla 354 ml.,1,55.0,2024-10-28
Carretera Mex-Toluca 48-5,Mini Churros 15 Pzas.,8,552.0,2024-10-29
Carretera Mex-Toluca 48-5,Café Capuccino 473 ml.,7,483.0,2024-10-29
Carretera Mex-Toluca 48-5,Churros 6 Pzas.,6,390.0,2024-10-29
Carretera Mex-Toluca 48-5,Café Capuccino 354 ml.,4,240.0,2024-10-29
Carretera Mex-Toluca 48-5,Molletes ,2,240.0,2024-10-29
Carretera Mex-Toluca 48-5,Café Mocha 354 ml.,3,180.0,2024-10-29
Carretera Mex-Toluca 48-5,Churros 3 Pzas.,4,156.0,2024-10-29
Carretera Mex-Toluca 48-5,Café Americano 473ml,3,150.0,2024-10-29
Carretera Mex-Toluca 48-5,Chocolate . 473 ml,2,150.0,2024-10-29
Carretera Mex-Toluca 48-5,Rellenos 3 Pzas.,2,148.0,2024-10-29
Carretera Mex-Toluca 48-5,Chocolate . 354 ml,2,138.0,2024-10-29
Carretera Mex-Toluca 48-5,Sincronizadas ,1,120.0,2024-10-29
Carretera Mex-Toluca 48-5,Chilaquiles Verde,1,120.0,2024-10-29
Carretera Mex-Toluca 48-5,Enchiladas ,1,120.0,2024-10-29
Carretera Mex-Toluca 48-5,Enfrijoladas ,1,120.0,2024-10-29
Carretera Mex-Toluca 48-5,Té 473 ml,3,105.0,2024-10-29
Carretera Mex-Toluca 48-5,Adelitas Española,1,105.0,2024-10-29
Carretera Mex-Toluca 48-5,Café Americano 354 ml.,2,86.0,2024-10-29
Carretera Mex-Toluca 48-5,Café Café de olla 473ml,1,65.0,2024-10-29
Carretera Mex-Toluca 48-5,Rellenos 1 Pza.,2,58.0,2024-10-29
Carretera Mex-Toluca 48-5,Café Café de olla 354 ml.,1,55.0,2024-10-29
Carretera Mex-Toluca 48-5,Chocolate . 354 ml,7,483.0,2024-10-30
Carretera Mex-Toluca 48-5,Sincronizadas ,4,480.0,2024-10-30
Carretera Mex-Toluca 48-5,Churros 12 Pzas.,4,452.0,2024-10-30
Carretera Mex-Toluca 48-5,Chocolate . 473 ml,5,375.0,2024-10-30
Carretera Mex-Toluca 48-5,Pan de Muerto Relleno ,6,360.0,2024-10-30
Carretera Mex-Toluca 48-5,Mini Churros 15 Pzas.,5,345.0,2024-10-30
Carretera Mex-Toluca 48-5,Churros 3 Pzas.,6,234.0,2024-10-30
Carretera Mex-Toluca 48-5,Frappes. 473 ml,3,225.0,2024-10-30
Carretera Mex-Toluca 48-5,Churros 6 Pzas.,3,195.0,2024-10-30
Carretera Mex-Toluca 48-5,Té 473 ml,5,175.0,2024-10-30
Carretera Mex-Toluca 48-5,Rellenos 3 Pzas.,2,148.0,2024-10-30
Carretera Mex-Toluca 48-5,Café Capuccino 354 ml.,2,120.0,2024-10-30
Carretera Mex-Toluca 48-5,Chilaquiles Verde,1,120.0,2024-10-30
Carretera Mex-Toluca 48-5,Adelitas Española,1,105.0,2024-10-30
Carretera Mex-Toluca 48-5,Café Café Latte 354 ml.,1,60.0,2024-10-30
Carretera Mex-Toluca 48-5,Café Café de olla 354 ml.,1,55.0,2024-10-30
Carretera Mex-Toluca 48-5,Buñuelos ,1,39.0,2024-10-30
Carretera Mex-Toluca 48-5,Rellenos 1 Pza.,1,29.0,2024-10-30
Carretera Mex-Toluca 48-5,Salsas Cajeta,2,20.0,2024-10-30
Carretera Mex-Toluca 48-5,Chocolate . 473 ml,6,450.0,2024-10-31
Carretera Mex-Toluca 48-5,Churros 3 Pzas.,11,429.0,2024-10-31
Carretera Mex-Toluca 48-5,Malteadas. 473 ml,4,396.0,2024-10-31
Carretera Mex-Toluca 48-5,Sincronizadas ,3,360.0,2024-10-31
Carretera Mex-Toluca 48-5,Adelitas Española,3,315.0,2024-10-31
Carretera Mex-Toluca 48-5,Mini Churros 15 Pzas.,4,276.0,2024-10-31
Carretera Mex-Toluca 48-5,Buñuelos ,6,234.0,2024-10-31
Carretera Mex-Toluca 48-5,Café Capuccino 473 ml.,3,207.0,2024-10-31
Carretera Mex-Toluca 48-5,Churros 6 Pzas.,3,195.0,2024-10-31
Carretera Mex-Toluca 48-5,Rellenos 3 Pzas.,2,148.0,2024-10-31
Carretera Mex-Toluca 48-5,Chocolate . 354 ml,2,138.0,2024-10-31
Carretera Mex-Toluca 48-5,Frappes. 354 ml,2,138.0,2024-10-31
Carretera Mex-Toluca 48-5,Café Chai Latte 473 ml.,2,138.0,2024-10-31
Carretera Mex-Toluca 48-5,Churros 12 Pzas.,1,113.0,2024-10-31
Carretera Mex-Toluca 48-5,Café Café de olla 354 ml.,2,110.0,2024-10-31
Carretera Mex-Toluca 48-5,Adelitas Jamón y Queso,1,105.0,2024-10-31
Carretera Mex-Toluca 48-5,Rellenos 1 Pza.,3,87.0,2024-10-31
Carretera Mex-Toluca 48-5,Granizados. 354 ml,1,69.0,2024-10-31
Carretera Mex-Toluca 48-5,Pan de Muerto Relleno ,1,60.0,2024-10-31
Carretera Mex-Toluca 48-5,Café Mocha 354 ml.,1,60.0,2024-10-31
Carretera Mex-Toluca 48-5,Café Chai Latte 354 ml.,1,60.0,2024-10-31
Carretera Mex-Toluca 48-5,Café Americano 473ml,1,50.0,2024-10-31
Carretera Mex-Toluca 48-5,Té 473 ml,1,35.0,2024-10-31
Carretera Mex-Toluca 48-5,Churros 6 Pzas.,10,650.0,2024-09-01
Carretera Mex-Toluca 48-5,Chocolate . 354 ml,9,621.0,2024-09-01
Carretera Mex-Toluca 48-5,Churros 12 Pzas.,4,452.0,2024-09-01
Carretera Mex-Toluca 48-5,Chocolate . 473 ml,6,450.0,2024-09-01
Carretera Mex-Toluca 48-5,Mini Churros 15 Pzas.,6,414.0,2024-09-01
Carretera Mex-Toluca 48-5,Rellenos 3 Pzas.,5,370.0,2024-09-01
Carretera Mex-Toluca 48-5,Enchiladas ,3,360.0,2024-09-01
Carretera Mex-Toluca 48-5,Café Capuccino 473 ml.,5,345.0,2024-09-01
Carretera Mex-Toluca 48-5,Malteadas. 473 ml,3,297.0,2024-09-01
Carretera Mex-Toluca 48-5,Café Café Latte 473 ml.,4,276.0,2024-09-01
Carretera Mex-Toluca 48-5,Churros 3 Pzas.,7,273.0,2024-09-01
Carretera Mex-Toluca 48-5,Café Americano 473ml,5,250.0,2024-09-01
Carretera Mex-Toluca 48-5,Frappes. 473 ml,3,225.0,2024-09-01
Carretera Mex-Toluca 48-5,Café Capuccino 354 ml.,3,180.0,2024-09-01
